Country,Year,Month,Calendar Day,"Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Variable Rate Reverse Repo Under Liquidity Adjustment Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Marginal Standing Facility (Msf) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facilities (UOM:INR(IndianRupees)), Scaling Factor:10000000","Standing Liquidity Facility (UOM:INR(IndianRupees)), Scaling Factor:10000000","Market Stabilisation Scheme (UOM:INR(IndianRupees)), Scaling Factor:10000000","Sale Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Purchase Under Open Market Operations (Omo) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Targeted Long Term Repo Operations (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Facility For Mutual Funds  (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Liquidity Scheme For Non Banking Financial Companies (Nbfcs) Or Housing Finance Companies (Hfcs) (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Long-Term Repo Operations For Small Finance Banks (UOM:INR(IndianRupees)), Scaling Factor:10000000","Special Reverse Repo (UOM:INR(IndianRupees)), Scaling Factor:10000000","Net Injection (+) / Absorption (-) (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-24,12349,2476,,10641,400,,306.65,,,,,,,,,,-61.35
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-23,5538,2261,440,10003,830,,-160,,,,,,,,,,-5616
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-22,3353,3999,,10082,485,,-147,,,,,,,,,,-10390
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-20,5744,1276,,,1,,,,,,,,,,,,4469
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-19,4192,14973,2525,26156,60,,0,,,,,,,,,,-34352
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-18,3082,10673,,33413,20,,0,,,,,,,,,,-40984
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-17,,10828,,,2100,,,,,,,,,,,,-8728
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-16,8622,2706,1175,16471,,,0,,,,,,,,,,-9380
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-12,3206,6996,3575,15005,600,,0,,,10000,,,,,,,-4620
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-11,3974,2347,4783,,100,,451,,,,,,,,,,6961
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-10,13172,2768,,,33,,-451,,,,,,,,,,9986
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-09,10121,5479,19286,,,,0,,,,,,,,,,23928
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-08,9097,2388,,5952,2620,,0,,,,,,,,,,3377
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-06,7619,520,,,,,,,,,,,,,,,7099
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-05,5482,6999,1000,31753,745,,194,,,,,,,,,,-31331
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-04,4865,3324,,9616,550,,-194,,,,,,,,,,-7719
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-03,3042,6660,,17439,,,0,,10,,,,,,,,-21067
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-02,2979,2715,2225,19647,,,0,,,,,,,,,,-17158
India,"Financial Year (Apr - Mar), 2016","August, 2016",2016-08-01,3489,4287,,17355,775,,0,,,,,,,,,,-17378
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-30,,6565,,,,,,,,,,,,,,,-6565
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-29,3495,3004,5250,31978,1707,,0,,,,,,,,,,-24530
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-28,9680,7990,,1690,,,515,,,,,,,,,,515
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-27,5380,2067,,3265,50,,-513,,,,,,,,,,-415
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-26,6874,3249,12825,4953,44,,0,,,,,,,,,,11541
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-25,10607,4429,,9767,10,,0,,,,,,,,,,-3579
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-23,,,,,,,,,,,,,,,,,
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-22,8874,11050,4160,8030,283,,0,,,,,,,,,,-5763
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-21,6154,7478,,,,,0,,,,,,,,,,-1324
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-20,6345,4249,,3269,,,0,,,,,,,,,,-1173
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-19,9125,2207,2025,1078,40,,0,,,,,,,,,,7905
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-18,2787,2517,,27433,600,,0,,,,,,,,,,-26563
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-16,,5174,,,,,,,,,,,,,,,-5174
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-15,2960,1696,4175,8993,30,,0,,,,,,,,,,-3524
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-14,3217,2731,,17450,,,0,,,,,,,,,,-16964
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-13,2485,2333,,10008,35,,0,,,,,,,,,,-9821
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-12,2635,2701,13825,6408,250,,0,,,,,,,,,,7601
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-11,3529,5253,,13705,230,,0,,,,,,,,,,-15199
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-08,19994,12724,19502,,500,,0,,,,,,,,,,27272
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-07,1600,2599,,36812,800,,-309.6,,,,,,,,,,-37320.6
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-06,,7062,,,1595,,,,,,,,,,,,-5467
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-05,2373,3208,5000,41101,315,,0,,,,,,,,,,-36621
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-04,2374,18536,,68440,55,,0,,,,,,,,,,-84547
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-02,,60628,,,,,,,,,,,,,,,-60628
India,"Financial Year (Apr - Mar), 2016","July, 2016",2016-07-01,2685,22113,8224,15140,4700,,125,,,,,,,,,,-21519
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-30,4767,22489,,11012,2115,,0,,,,,,,,,,-26619
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-29,2927,26447,,9037,,,0,,,,,,,,,,-32557
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-28,3228,27113,10000,3179,100,,-17,,,,,,,,,,-16981
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-27,3475,7658,,,40,,-102.4,,,,,,,,,,-4245.4
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-24,10275,19698,19002,,70,,111,,,,,,,,,,9760
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-23,17808,24832,,,1501,,0,,,,,,,,,,-5523
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-22,2517,3624,,2291,,,0,,,,,,,,,,-3398
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-21,2822,2284,7300,11513,625,,-333,,,10500,,,,,,,7117
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-20,3237,3971,,11605,30,,0,,,,,,,,,,-12309
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-18,,1507,,,,,,,,,,,,,,,-1507
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-17,3020,4491,4775,10003,,,0,,,,,,,,,,-6699
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-16,5245,5904,10125,,,,0,,,,,,,,,,9466
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-15,13884,2300,,,,,0,,,,,,,,,,11584
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-14,1860,1990,14200,10003,40,,0,,,,,,,,,,4107
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-13,2945,2168,,15660,,,0,,,,,,,,,,-14883
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-10,3395,17699,18570,35767,23,,0,,,,,,,,,,-31478
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-09,4846,35845,20003,,50,,170,,,,,,,,,,-10776
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-08,21935,2609,2950,,,,-170,,,,,,,,,,22106
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-07,3002,1162,12265,,1267,,0,,,,,,,,,,15372
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-06,2218,1179,,24594,1395,,0,,,,,,,,,,-22160
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-04,,6990,,,,,,,,,,,,,,,-6990
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-03,3185,1922,4680,11520,5,,0,,,,,,,,,,-5572
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-02,2703,8607,,30006,85,,0,,,,,,,,,,-35825
India,"Financial Year (Apr - Mar), 2016","June, 2016",2016-06-01,2703,11259,,25844,75,,0,,,15000,,,,,,,-19325
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-31,8785,7790,8605,,,,0,,,,,,,,,,9600
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-30,9946,3232,,,19,,90,,,,,,,,,,6823
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-27,6552,26717,16600,,,,-90,,,,,,,,,,-3655
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-26,14013,8196,,,25,,0,,,15000,,,,,,,20842
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-25,21141,7423,,,40,,140,,,,,,,,,,13898
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-24,21158,2314,27105,,35,,-140,,,,,,,,,,45844
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-23,19226,1307,,,1180,,0,,,,,,,,,,19099
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-21,,1227,,,150,,,,,,,,,,,,-1077
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-20,15690,1143,18503,,750,,0,,,,,,,,,,33800
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-19,9976,1335,,,612,,0,,,,,,,,,,9253
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-18,5281,3944,,,40,,530,,,,,,,,,,1907
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-17,12497,3103,38508,,,,-460,,,,,,,,,,47442
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-16,19291,3811,,,315,,-70,,,,,,,,,,15725
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-13,18373,17246,19006,,305,,0,,,,,,,,,,20438
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-12,20352,3107,14675,,76,,190,,,,,,,,,,32186
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-11,17214,1045,,,520,,-520,,,10014.07,,,,,,,26183.07
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-10,20533,2665,36485,,450,,0,,,,,,,,,,54803
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-09,21468,2544,24002,,625,,0,,,,,,,,,,43551
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-07,12843,1566,,,1000,,,,,,,,,,,,12277
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-06,5399,2523,14775,,1365,,0,,,,,,,,,,19016
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-05,3446,2438,,,550,,0,,,,,,,,,,1558
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-04,7493,3375,,,25,,0,,,,,,,,,,4143
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-03,14894,1924,18504,,25,,0,,,,,,,,,,31499
India,"Financial Year (Apr - Mar), 2016","May, 2016",2016-05-02,18726,2353,3700,,1150,,0,,,,,,,,,,21223
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-30,2065,1310,,,,,,,,,,,,,,,755
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-29,10300,15175,19002,,1248,,160,,,15000,,,,,,,30535
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-28,9344,2914,6800,,1395,,10,,,,,,,,,,14635
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-27,7844,4474,,,,,10,,,,,,,,,,3380
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-26,10270,5680,12950,,,,0,,,,,,,,,,17540
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-25,15915,5739,12050,,500,,0,,,,,,,,,,22726
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-22,12110,5375,15501,,,,0,,,,,,,,,,22236
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-21,17586,3955,13360,,550,,10,,,,,,,,,,27551
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-20,20001,3615,,,1300,,0,,,,,,,,,,17686
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-19,,4056,,,,,,,,,,,,,,,-4056
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-18,10988,3561,15000,,20,,40,,,,,,,,,,22487
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-16,2709,1546,,,1875,,,,,,,,,,,,3038
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-15,,13033,,,2841,,,,,,,,,,,,-10192
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-13,7533,23891,30001,,1610,,340,,,,,,,,,,15593
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-12,13245,11713,24505,,661,,-340,,,,,,,,,,26358
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-11,16310,9295,10002,,1300,,-110,,,15000,,,,,,,33207
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-08,,18873,,,2025,,,,,,,,,,,,-16848
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-07,5385,11445,15501,,40,,320,,,,,,,,,,9801
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-06,2882,11162,,,555,,0,,,,,,,,,,-7725
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-05,4731,34527,54950,,175,,-90,,,,,,,,,,25239
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-04,16574,10650,8170,,150,,-290,,,,,,,,,,13954
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-02,,120796,,,1200,,,,,,,,,,,,-119596
India,"Financial Year (Apr - Mar), 2016","April, 2016",2016-04-01,,,,,,,0,,,,,,,,,,
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-31,17854,41950,68576,,60054,,0,,,,,,,,,,104534
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-30,6607,43056,44701,,1831,,490,,,,,,,,,,10573
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-29,6086,35287,48702,,290,,-270,,,,,,,,,,19521
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-28,15826,34156,32124,,376,,-290,,,,,,,,,,13880
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-24,,15718,,,665,,,,,,,,,,,,-15053
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-23,22485,17743,37305,,725,,0,,,,,,,,,,42772
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-22,21316,21288,44111,,50,,0,,,,,,,,,,44189
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-21,20758,8475,20006,,80,,0,,,,,,,,,,32369
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-19,1500,4011,,,35,,,,,,,,,,,,-2476
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-18,7573,16600,27504,,10,,0,,,14408.82,,,,,,,32895.82
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-17,6715,25666,11470,,125,,130,,,,,,,,,,-7226
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-16,20137,3787,72200,,2345,,0,,,,,,,,,,90895
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-15,9389,7583,45004,,4391,,0,,,,,,,,,,51201
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-14,9363,3362,,,1793,,40,,,,,,,,,,7834
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-11,6760,8508,35402,,1290,,170,,,15000,,,,,,,50114
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-10,6951,5115,15001,,,,0,100,,,,,,,,,16737
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-09,21614,3729,42186,,350,,0,,,,,,,,,,60421
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-08,23617,3381,40510,,3915,,0,,,,,,,,,,64661
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-07,,6851,,,2430,,,,,,,,,,,,-4421
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-05,15706,412,,,2375,,,,,,,,,,,,17669
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-04,7997,7291,27004,11091,2050,,,,,12000,,,,,,,30669
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-03,16459,1968,,,660,,,,,,,,,,,,15151
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-02,7042,4889,15004,,420,,,,,,,,,,,,17577
India,"Financial Year (Apr - Mar), 2015","March, 2016",2016-03-01,14276,4624,45005,,500,,,,,,,,,,,,55157
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-29,18769,7054,39063,,4725,,90,,,595,,,,,,,56188
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-26,23607,11223,45507,,,,-90,,,500,,,,,,,58301
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-25,15902,6333,10001,,300,,150,,,,,,,,,,20020
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-24,20831,2713,6800,,103,,-60,,,,,,,,,,24961
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-23,10487,4988,15500,,35,,500,,,,,,,,,,21534
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-22,15131,3140,6345,,48,,-450,,,,,,,,,,17934
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-20,3480,2303,,,100,,,,,,,,,,,,1277
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-19,,14646,,,1945,,,,,,,,,,,,-12701
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-18,11384,3371,26389,,200,,-140,,,10,,,,,,,34472
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-17,3976,3062,9875,9514,530,,210,,,,,,,,,,2015
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-16,8892,3979,35008,,220,,-210,,,,,,,,,,39931
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-15,18439,3909,32362,,562,,0,,,,,,,,,,47454
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-12,17436,8242,60370,,200,,0,,,,,,,,,,69764
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-11,21241,1011,22770,,840,,0,,,,,,,,,,43840
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-10,21881,2118,21255,,707,,350,,,,,,,,,,42075
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-09,21144,3123,35513,,1000,,-350,,,10000,,,,,,,64184
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-08,25263,4293,45007,,3875,,0,,,,,,,,,,69852
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-06,9334,1147,,,890,,,,,,,,,,,,9077
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-05,6800,2098,26502,2770,2600,,380,,,,,,,,,,31414
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-04,6233,1977,,6795,171,,0,,,,,,,,,,-2368
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-03,3218,3696,,5079,40,,-180,,,,,,,,,,-5697
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-02,7509,5065,15004,,70,,0,,,,,,,,,,17518
India,"Financial Year (Apr - Mar), 2015","February, 2016",2016-02-01,6777,4104,15003,,310,,0,,,,,,,,,,17986
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-30,,11615,,,30,,,,,,,,,,,,-11585
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-29,13214,3718,21660,,565,,0,,,,,,,,,,31721
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-28,13508,9648,11870,,135,,0,,,,,,,,,,15865
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-27,25018,4509,29590,,10,,0,,,,,,,,,,50109
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-25,20516,3505,21850,,1850,,0,,,,,,,,,,40711
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-22,19551,6363,18995,,2620,,0,,,,,,,,,,34803
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-21,12966,3795,,,,,0,,,10510,,,,,,,19681
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-20,12926,5528,10002,,,,110,,,540,,,,,,,18050
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-19,17420,2523,25699,,572,,-200,,,,,,,,,,40968
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-18,23033,2480,8095,,110,,0,,,,,,,,,,28758
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-16,1000,2486,,,25,,,,,,,,,,,,-1461
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-15,14819,2698,40504,,30,,0,,,,,,,,,,52655
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-14,15838,2479,10004,,550,,0,,,550,,,,,,,24463
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-13,21274,3738,10001,,650,,0,,,545,,,,,,,28732
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-12,17947,4045,15503,,20,,0,,,520,,,,,,,29945
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-11,20227,3792,18570,,205,,0,,,510,,,,,,,35720
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-08,18539,3756,50505,,3750,,290,,,510,,,,,,,69838
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-07,23633,5521,9299,,,,-290,,,350,,,,,,,27471
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-06,13197,12033,,,2460,,110,,,330,,,,,,,4064
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-05,15825,6955,15003,6133,170,,0,,,350,,,,,,,18260
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-04,7849,7122,,6319,391,,0,,,320,,,,,,,-4881
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-02,,31771,,,,,,,,,,,,,,,-31771
India,"Financial Year (Apr - Mar), 2015","January, 2016",2016-01-01,8699,16272,22863,,,,0,,,310,,,,,,,15600
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-31,16958,17347,12442,,2845,,0,,,705,,,,,,,15603
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-30,10420,9801,,,35,,0,,,665,,,,,,,1319
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-29,10077,10733,40203,,780,,0,,,800,,,,,,,41127
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-28,13965,8907,25000,,75,,0,,,580,,,,,,,30713
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-23,19962,13403,75503,,80,,140,,,800,,,,,,,83082
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-22,19971,8675,30007,,175,,0,,,800,,,,,,,42278
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-21,21347,6427,10001,,1072,,-140,,,805,,,,,,,26658
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-19,,5724,,,,,,,,,,,,,,,-5724
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-18,17143,2032,16502,,235,,0,,,800,,,,,,,32648
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-17,20217,3321,13570,,225,,0,,,805,,,,,,,31496
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-16,22315,2231,44380,,1085,,0,,,800,,,,,,,66349
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-15,20801,16754,31105,,,,0,,,850,,,,,,,36002
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-14,15216,5368,,,175,,0,,,495,,,,,,,10518
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-11,12161,8491,25004,10922,220,,0,,,360,,,,,,,18332
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-10,9874,3453,,5681,220,,0,,,,,,,,,,960
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-09,14773,5127,,,10,,0,,,,,,,,,,9656
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-08,10858,4073,15002,5256,400,,0,,,10000,,,,,,,26931
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-07,10274,2511,,2812,815,,0,,,,,,,,,,5766
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-05,3685,3249,,,430,,,,,,,,,,,,866
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-04,1997,3934,29150,29945,65,,0,,,,,,,,,,-2667
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-03,3422,4347,,23907,260,,-100,,,,,,,,,,-24672
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-02,4857,6343,,11336,,,0,,,,,,,,,,-12822
India,"Financial Year (Apr - Mar), 2015","December, 2015",2015-12-01,14762,3319,17692,,2070,,0,,,,,,,,,,31205
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-30,8589,6721,,,1507,,90,,,,,,,,,,3465
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-27,17947,2599,18175,9646,5747,,590,,,,,,,,,,30214
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-26,17549,6246,,14783,75,,-100,,,,,,,,,,-3505
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-24,21856,2935,55011,,1570,,-350,,,,,,,,,,75152
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-23,18778,3555,10003,,2800,,0,,,,,,,,,,28026
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-21,3550,5792,,,,,,,,,,,,,,,-2242
India,"Financial Year (Apr - Mar), 2015","November, 2015",2015-11-20,15310,5788,15500,10002,150,,220,,,,,,,,,,15390
